################
### Dynasty dynasty_adarfiruzen
################

lineofadarfiruzen1 = {
	name = Ramisht
	}
}

lineofvisnarmaken70 = {
	name = Delaram
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken67
	mother = lineofesrecarzen22

	sexuality = heterosexual

	diplomacy = 6
	martial = 2
	stewardship = 6
	intrigue = 10
	learning = 6
	prowess = 5

	trait = shy
	trait = honest
	trait = vengeful
	trait = education_intrigue_3

	6932.04.17 = {
	    birth = yes
	}
	7022.07.04 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken71 = {
	name = Khudamorad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken60
	mother = lineofvisnarmaken58

	sexuality = heterosexual

	diplomacy = 10
	martial = 2
	stewardship = 4
	intrigue = 5
	learning = 4
	prowess = 4

	trait = lazy
	trait = sadistic
	trait = paranoid
	trait = education_diplomacy_3

	6933.10.20 = {
	    birth = yes
	}
	6952.12.08 = {  # Married at age 19
	    add_spouse = lineofvisnarmaken70
	}
	7004.06.05 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken72 = {
	name = Anoshiruvan
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken65
	mother = lineofesrecarzen20

	sexuality = heterosexual

	diplomacy = 2
	martial = 2
	stewardship = 2
	intrigue = 3
	learning = 1
	prowess = 3

	trait = paranoid
	trait = wrathful
	trait = lazy
	trait = education_intrigue_2

	6933.05.28 = {
	    birth = yes
	}
	6953.12.15 = {  # Married at age 20
	    add_spouse = lineoftarimez65
	}
	7023.09.10 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken73 = {
	name = Mahchehr
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken60
	mother = lineofvisnarmaken58

	sexuality = heterosexual

	diplomacy = 2
	martial = 5
	stewardship = 4
	intrigue = 2
	learning = 5
	prowess = 1

	trait = paranoid
	trait = lustful
	trait = compassionate
	trait = education_martial_3

	6934.12.11 = {
	    birth = yes
	}
	7008.12.13 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken74 = {
	name = Meherafruz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken65
	mother = lineofesrecarzen20

	sexuality = heterosexual

	diplomacy = 3
	martial = 5
	stewardship = 3
	intrigue = 3
	learning = 4
	prowess = 3

	trait = generous
	trait = gregarious
	trait = craven
	trait = education_intrigue_2

	6934.01.02 = {
	    birth = yes
	}
	6998.12.21 = {  
	    death = { death_reason = death_ill }
	}
}

lineofvisnarmaken75 = {
	name = Mahchehr
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken69
	mother = lineofesrecarzen41

	sexuality = heterosexual

	diplomacy = 6
	martial = 4
	stewardship = 6
	intrigue = 5
	learning = 8
	prowess = 5

	trait = compassionate
	trait = brave
	trait = deceitful
	trait = education_martial_4

	6948.08.07 = {
	    birth = yes
	}
	6967.01.13 = {  
	    death = { death_reason = death_murder }
	}
}

lineofvisnarmaken76 = {
	name = Anoshiruvan
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken59

	sexuality = heterosexual

	diplomacy = 7
	martial = 5
	stewardship = 6
	intrigue = 7
	learning = 3
	prowess = 7

	trait = bastard

	trait = forgiving
	trait = zealous
	trait = ambitious
	trait = education_intrigue_2

	6948.07.10 = {
	    birth = yes
	}
	6967.04.22 = {  # Married at age 18
	    add_spouse = lineofvisnarmaken77
	}
	7026.11.20 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken77 = {
	name = Meherafruz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	mother = lineofvisnarmaken68

	sexuality = heterosexual

	diplomacy = 3
	martial = 1
	stewardship = 4
	intrigue = 4
	learning = 3
	prowess = 5

	trait = bastard

	trait = wrathful
	trait = deceitful
	trait = forgiving
	trait = education_stewardship_1

	6948.02.01 = {
	    birth = yes
	}
	7028.02.09 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken78 = {
	name = Purgav
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken69
	mother = lineofesrecarzen41

	sexuality = heterosexual

	diplomacy = 7
	martial = 5
	stewardship = 6
	intrigue = 1
	learning = 6
	prowess = 6

	trait = shy
	trait = trusting
	trait = brave
	trait = education_martial_2

	6949.09.16 = {
	    birth = yes
	}
	7022.04.15 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken79 = {
	name = Fardad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken69
	mother = lineofesrecarzen41

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 3
	intrigue = 5
	learning = 4
	prowess = 4

	trait = cynical
	trait = arrogant
	trait = arbitrary
	trait = education_diplomacy_1

	6950.01.04 = {
	    birth = yes
	}
	6969.01.20 = {  # Married at age 19
	    add_spouse = lineofesrecarzen52
	}
	7023.07.22 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken80 = {
	name = Mahin
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken71
	mother = lineofvisnarmaken70

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 6
	intrigue = 5
	learning = 4
	prowess = 8

	trait = brave
	trait = ambitious
	trait = vengeful
	trait = education_stewardship_2

	6952.03.12 = {
	    birth = yes
	}
}

lineofvisnarmaken81 = {
	name = Zirakzadeh
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken71
	mother = lineofvisnarmaken70

	sexuality = asexual

	diplomacy = 5
	martial = 2
	stewardship = 4
	intrigue = 3
	learning = 10
	prowess = 3

	trait = content
	trait = lazy
	trait = greedy
	trait = education_learning_4

	6953.11.12 = {
	    birth = yes
	}
	7022.06.25 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken82 = {
	name = Huzvak
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken72
	mother = lineoftarimez65

	sexuality = heterosexual

	diplomacy = 3
	martial = 3
	stewardship = 5
	intrigue = 6
	learning = 4
	prowess = 3

	trait = gregarious
	trait = craven
	trait = compassionate
	trait = education_stewardship_3

	6953.03.23 = {
	    birth = yes
	}
	6971.06.09 = {  # Married at age 18
	    add_spouse = lineofesrecarzen60
	}
}

lineofvisnarmaken83 = {
	name = Izadyar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken71
	mother = lineofvisnarmaken70

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 2
	intrigue = 4
	learning = 1
	prowess = 2

	trait = arrogant
	trait = wrathful
	trait = just
	trait = education_diplomacy_3

	6954.01.05 = {
	    birth = yes
	}
	6973.12.14 = {  # Married at age 19
	    add_spouse = lineofesrecarzen58
	}
	7013.10.23 = {  
	    death = { death_reason = death_ill }
	}
}

lineofvisnarmaken84 = {
	name = Huvaspa
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken72
	mother = lineoftarimez65

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 1
	intrigue = 4
	learning = 5
	prowess = 2

	trait = just
	trait = patient
	trait = lustful
	trait = education_intrigue_1

	6954.06.17 = {
	    birth = yes
	}
	6972.04.22 = {  # Married at age 17
	    add_spouse = lineofesrecarzen62
	}
}

lineofvisnarmaken85 = {
	name = Rokhsar
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken72
	mother = lineoftarimez65

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 3
	intrigue = 1
	learning = 3
	prowess = 5

	trait = impatient
	trait = trusting
	trait = deceitful
	trait = education_martial_2

	6955.07.11 = {
	    birth = yes
	}
}

lineofvisnarmaken86 = {
	name = Hoshedar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken76
	mother = lineofvisnarmaken77

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 4
	intrigue = 4
	learning = 2
	prowess = 3

	trait = sadistic
	trait = trusting
	trait = arbitrary
	trait = education_stewardship_2

	6967.02.21 = {
	    birth = yes
	}
	6985.08.11 = {  # Married at age 18
	    add_spouse = lineoftarimez83
	}
}

lineofvisnarmaken87 = {
	name = Vishnasp
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken76
	mother = lineofvisnarmaken77

	sexuality = heterosexual

	diplomacy = 7
	martial = 4
	stewardship = 6
	intrigue = 5
	learning = 5
	prowess = 4

	trait = greedy
	trait = arbitrary
	trait = fickle
	trait = education_diplomacy_2

	6968.06.19 = {
	    birth = yes
	}
	6986.07.19 = {  # Married at age 18
	    add_spouse = lineoftarimez84
	}
}

lineofvisnarmaken88 = {
	name = Fravak
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken76
	mother = lineofvisnarmaken77

	sexuality = heterosexual

	diplomacy = 5
	martial = 5
	stewardship = 6
	intrigue = 3
	learning = 6
	prowess = 3

	trait = brave
	trait = generous
	trait = forgiving
	trait = education_learning_2

	6969.12.01 = {
	    birth = yes
	}
}

lineofvisnarmaken89 = {
	name = Burzasp
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken79
	mother = lineofesrecarzen52

	sexuality = heterosexual

	diplomacy = 2
	martial = 4
	stewardship = 1
	intrigue = 3
	learning = 5
	prowess = 6

	trait = lustful
	trait = ambitious
	trait = craven
	trait = education_learning_2

	6969.03.14 = {
	    birth = yes
	}
}

lineofvisnarmaken90 = {
	name = Mahrokh
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken79
	mother = lineofesrecarzen52

	sexuality = heterosexual

	diplomacy = 5
	martial = 6
	stewardship = 3
	intrigue = 5
	learning = 3
	prowess = 4

	trait = diligent
	trait = cynical
	trait = patient
	trait = education_diplomacy_1

	6970.01.27 = {
	    birth = yes
	}
}

lineofvisnarmaken91 = {
	name = Arta
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken79
	mother = lineofesrecarzen52

	sexuality = asexual

	diplomacy = 2
	martial = 6
	stewardship = 1
	intrigue = 4
	learning = 6
	prowess = 6

	trait = generous
	trait = gregarious
	trait = chaste
	trait = education_martial_1

	6971.04.07 = {
	    birth = yes
	}
}

lineofvisnarmaken92 = {
	name = Hukhshthra
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken82
	mother = lineofesrecarzen60

	sexuality = heterosexual

	diplomacy = 6
	martial = 3
	stewardship = 5
	intrigue = 4
	learning = 5
	prowess = 6

	trait = sadistic
	trait = just
	trait = arrogant
	trait = education_martial_3

	6971.07.02 = {
	    birth = yes
	}
	6978.03.28 = {  
	    death = { death_reason = death_ill }
	}
}

lineofvisnarmaken93 = {
	name = Darazdast
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken82
	mother = lineofesrecarzen60

	sexuality = heterosexual

	diplomacy = 1
	martial = 4
	stewardship = 6
	intrigue = 3
	learning = 6
	prowess = 5

	trait = wrathful
	trait = content
	trait = zealous
	trait = education_learning_4

	6972.09.26 = {
	    birth = yes
	}
	6993.03.03 = {  # Married at age 20
	    add_spouse = lineofvisnarmaken99
	}
}

lineofvisnarmaken94 = {
	name = Bakhtafrid
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken84
	mother = lineofesrecarzen62

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 5
	intrigue = 4
	learning = 4
	prowess = 4

	trait = arbitrary
	trait = lustful
	trait = fickle
	trait = education_diplomacy_3

	6972.01.22 = {
	    birth = yes
	}
	6989.05.11 = {  # Married at age 17
	    add_spouse = lineofvisnarmaken90
	}
	7027.02.02 = {  
	    death = { death_reason = death_attacked }
	}
}

lineofvisnarmaken95 = {
	name = Farhad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken83
	mother = lineofesrecarzen58

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 4
	intrigue = 2
	learning = 6
	prowess = 8

	trait = stubborn
	trait = eccentric
	trait = patient
	trait = education_learning_3

	6973.02.01 = {
	    birth = yes
	}
	6993.09.07 = {  # Married at age 20
	    add_spouse = lineoftarimez91
	}
}

lineofvisnarmaken96 = {
	name = Stivant
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken82
	mother = lineofesrecarzen60

	sexuality = heterosexual

	diplomacy = 6
	martial = 5
	stewardship = 2
	intrigue = 6
	learning = 3
	prowess = 4

	trait = lustful
	trait = generous
	trait = eccentric
	trait = education_diplomacy_3

	6973.10.15 = {
	    birth = yes
	}
	7016.02.11 = {  
	    death = { death_reason = death_accident }
	}
}

lineofvisnarmaken97 = {
	name = Upamana
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken84
	mother = lineofesrecarzen62

	sexuality = heterosexual

	diplomacy = 7
	martial = 5
	stewardship = 4
	intrigue = 2
	learning = 2
	prowess = 5

	trait = craven
	trait = impatient
	trait = greedy
	trait = education_diplomacy_2

	6973.05.06 = {
	    birth = yes
	}
}

lineofvisnarmaken98 = {
	name = Hoshedarmah
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken83
	mother = lineofesrecarzen58

	sexuality = heterosexual

	diplomacy = 5
	martial = 2
	stewardship = 5
	intrigue = 3
	learning = 4
	prowess = 4

	trait = gluttonous
	trait = lazy
	trait = arrogant
	trait = education_intrigue_2

	6974.02.08 = {
	    birth = yes
	}
}

lineofvisnarmaken99 = {
	name = Mahzarin
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken84
	mother = lineofesrecarzen62

	sexuality = heterosexual

	diplomacy = 4
	martial = 6
	stewardship = 5
	intrigue = 5
	learning = 3
	prowess = 3

	trait = fickle
	trait = compassionate
	trait = trusting
	trait = education_intrigue_2

	6974.09.25 = {
	    birth = yes
	}
}

lineofvisnarmaken100 = {
	name = Frashaoshtra
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken83
	mother = lineofesrecarzen58

	sexuality = heterosexual

	diplomacy = 7
	martial = 10
	stewardship = 6
	intrigue = 5
	learning = 8
	prowess = 2

	trait = gregarious
	trait = impatient
	trait = brave
	trait = education_intrigue_3

	6975.10.20 = {
	    birth = yes
	}
}

lineofvisnarmaken101 = {
	name = Nariman
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken86
	mother = lineoftarimez83

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 2
	intrigue = 8
	learning = 8
	prowess = 6

	trait = greedy
	trait = callous
	trait = vengeful
	trait = education_intrigue_2

	6985.01.21 = {
	    birth = yes
	}
}

lineofvisnarmaken102 = {
	name = Amavand
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken86
	mother = lineoftarimez83

	sexuality = heterosexual

	diplomacy = 5
	martial = 2
	stewardship = 4
	intrigue = 4
	learning = 2
	prowess = 3

	trait = stubborn
	trait = ambitious
	trait = arbitrary
	trait = education_intrigue_3

	6986.02.13 = {
	    birth = yes
	}
	7007.03.22 = {  # Married at age 21
	    add_spouse = lineofvisnarmaken107
	}
}

lineofvisnarmaken103 = {
	name = Nezhat
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken87
	mother = lineoftarimez84

	sexuality = heterosexual

	diplomacy = 7
	martial = 5
	stewardship = 4
	intrigue = 8
	learning = 3
	prowess = 3

	trait = stubborn
	trait = arbitrary
	trait = content
	trait = education_intrigue_2

	6986.12.23 = {
	    birth = yes
	}
}

lineofvisnarmaken104 = {
	name = Nekmard
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken86
	mother = lineoftarimez83

	sexuality = heterosexual

	diplomacy = 3
	martial = 6
	stewardship = 4
	intrigue = 4
	learning = 5
	prowess = 2

	trait = trusting
	trait = greedy
	trait = callous
	trait = education_learning_4

	6987.04.12 = {
	    birth = yes
	}
	7009.12.09 = {  # Married at age 22
	    add_spouse = lineofvisnarmaken109
	}
}

lineofvisnarmaken105 = {
	name = Pishkar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken87
	mother = lineoftarimez84

	sexuality = heterosexual

	diplomacy = 6
	martial = 1
	stewardship = 5
	intrigue = 6
	learning = 4
	prowess = 4

	trait = fickle
	trait = honest
	trait = arbitrary
	trait = education_learning_2

	6987.10.11 = {
	    birth = yes
	}
	7009.05.25 = {  # Married at age 21
	    add_spouse = lineofvisnarmaken108
	}
}

lineofvisnarmaken106 = {
	name = Khushmanish
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken87
	mother = lineoftarimez84

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 3
	intrigue = 7
	learning = 4
	prowess = 5

	trait = gluttonous
	trait = brave
	trait = paranoid
	trait = education_martial_3

	6988.09.15 = {
	    birth = yes
	}
	7006.03.03 = {  # Married at age 17
	    add_spouse = lineoftarimez96
	}
}

lineofvisnarmaken107 = {
	name = Deldar
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken94
	mother = lineofvisnarmaken90

	sexuality = heterosexual

	diplomacy = 6
	martial = 6
	stewardship = 5
	intrigue = 9
	learning = 5
	prowess = 3

	trait = stubborn
	trait = greedy
	trait = sadistic
	trait = education_diplomacy_2

	6989.07.16 = {
	    birth = yes
	}
}

lineofvisnarmaken108 = {
	name = Aredetfredhi
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken94
	mother = lineofvisnarmaken90

	sexuality = heterosexual
